id,project_id,calculation_timestamp,metrics_period_start,metrics_period_end,year_week,lead_time,deployment_frequency,change_failure_rate,mttr,cycle_time,throughput,wip,bug_rate,velocity,code_coverage,data_source,project_phase,git_coverage_pct
DO_2020-W38,DO,2026-04-18 14:09:48,2020-09-14,2020-09-20,2020-W38,33056.05,,,,1301.08,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
DO_2020-W39,DO,2026-04-18 14:09:48,2020-09-21,2020-09-27,2020-W39,25002.04,,,,1095.46,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
DO_2020-W40,DO,2026-04-18 14:09:48,2020-09-28,2020-10-04,2020-W40,48628.07,,,,0.0,0,3,0.0,3,,jira_only,Phase 1 - Jira only,0.0
DO_2020-W41,DO,2026-04-18 14:09:48,2020-10-05,2020-10-11,2020-W41,16684.02,,,,465.85,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
DO_2020-W42,DO,2026-04-18 14:09:48,2020-10-12,2020-10-18,2020-W42,24534.04,,,,327.44,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
DO_2020-W43,DO,2026-04-18 14:09:48,2020-10-19,2020-10-25,2020-W43,32184.05,,,,198.65,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W05,FDAI,2026-04-18 14:09:48,2023-01-30,2023-02-05,2023-W05,5760.0,,,,5666.38,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W06,FDAI,2026-04-18 14:09:48,2023-02-06,2023-02-12,2023-W06,5508.0,,,,5402.76,0,0,0.0,2,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W07,FDAI,2026-04-18 14:09:48,2023-02-13,2023-02-19,2023-W07,10875.02,,,,5060.08,0,1,0.0,4,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W08,FDAI,2026-04-18 14:09:48,2023-02-20,2023-02-26,2023-W08,27564.07,,,,,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W09,FDAI,2026-04-18 14:09:48,2023-02-27,2023-03-05,2023-W09,22992.06,,,,1230.63,0,4,0.0,5,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W10,FDAI,2026-04-18 14:09:48,2023-03-06,2023-03-12,2023-W10,19808.05,,,,4679.4,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W11,FDAI,2026-04-18 14:09:48,2023-03-13,2023-03-19,2023-W11,15882.04,,,,4451.4,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W12,FDAI,2026-04-18 14:09:48,2023-03-20,2023-03-26,2023-W12,10143.02,,,,3341.72,0,1,0.0,4,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W13,FDAI,2026-04-18 14:09:48,2023-03-27,2023-04-02,2023-W13,26760.07,,,,0.0,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W14,FDAI,2026-04-18 14:09:48,2023-04-03,2023-04-09,2023-W14,19224.05,,,,1439.77,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W15,FDAI,2026-04-18 14:09:48,2023-04-10,2023-04-16,2023-W15,19008.05,,,,4023.09,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W16,FDAI,2026-04-18 14:09:48,2023-04-17,2023-04-23,2023-W16,15102.04,,,,2552.11,0,2,0.0,4,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W17,FDAI,2026-04-18 14:09:48,2023-04-24,2023-04-30,2023-W17,3576.0,,,,3548.26,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W18,FDAI,2026-04-18 14:09:48,2023-05-01,2023-05-07,2023-W18,12451.23,,,,2480.74,0,2,0.0,5,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W19,FDAI,2026-04-18 14:09:48,2023-05-08,2023-05-14,2023-W19,3336.0,,,,3231.47,0,0,0.0,2,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W20,FDAI,2026-04-18 14:09:48,2023-05-15,2023-05-21,2023-W20,3152.0,,,,3015.87,0,0,0.0,3,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W21,FDAI,2026-04-18 14:09:48,2023-05-22,2023-05-28,2023-W21,10492.02,,,,1907.15,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W22,FDAI,2026-04-18 14:09:48,2023-05-29,2023-06-04,2023-W22,19611.05,,,,887.09,0,3,0.0,4,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W23,FDAI,2026-04-18 14:09:48,2023-06-05,2023-06-11,2023-W23,13902.04,,,,2551.05,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W24,FDAI,2026-04-18 14:09:48,2023-06-12,2023-06-18,2023-W24,13818.04,,,,2586.44,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W25,FDAI,2026-04-18 14:09:48,2023-06-19,2023-06-25,2023-W25,15837.64,,,,1554.61,0,3,0.0,5,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W26,FDAI,2026-04-18 14:09:48,2023-06-26,2023-07-02,2023-W26,17064.05,,,,1961.18,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W27,FDAI,2026-04-18 14:09:48,2023-07-03,2023-07-09,2023-W27,24456.07,,,,0.0,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W28,FDAI,2026-04-18 14:09:48,2023-07-10,2023-07-16,2023-W28,18651.05,,,,875.89,0,3,0.0,4,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W29,FDAI,2026-04-18 14:09:48,2023-07-17,2023-07-23,2023-W29,12858.04,,,,733.74,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W30,FDAI,2026-04-18 14:09:48,2023-07-24,2023-07-30,2023-W30,7095.02,,,,989.89,0,1,0.0,4,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W31,FDAI,2026-04-18 14:09:48,2023-07-31,2023-08-06,2023-W31,8780.02,,,,1168.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W32,FDAI,2026-04-18 14:09:48,2023-08-07,2023-08-13,2023-W32,23556.07,,,,0.0,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W33,FDAI,2026-04-18 14:09:48,2023-08-14,2023-08-20,2023-W33,12216.04,,,,548.28,0,2,0.0,4,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W34,FDAI,2026-04-18 14:09:48,2023-08-21,2023-08-27,2023-W34,8308.02,,,,519.8,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W35,FDAI,2026-04-18 14:09:48,2023-08-28,2023-09-03,2023-W35,23124.07,,,,,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
FDAI_2023-W36,FDAI,2026-04-18 14:09:48,2023-09-04,2023-09-10,2023-W36,696.0,,,,554.27,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
MBC_2025-W05,MBC,2026-04-18 14:09:48,2025-01-27,2025-02-02,2025-W05,9607.05,,,,4230.23,0,1,0.0,2,,jira+git,Phase 2 - Transition,11.8
MBC_2025-W14,MBC,2026-04-18 14:09:48,2025-03-31,2025-04-06,2025-W14,8725.57,0.0,0.0,0.0029,3561.29,0,8,0.0,11,,jira+git,Phase 2 - Transition,11.8
MBC_2025-W15,MBC,2026-04-18 14:09:48,2025-04-07,2025-04-13,2025-W15,8662.92,0.0,0.0,0.0175,3494.21,0,14,0.0,21,,jira+git,Phase 2 - Transition,11.8
MWBR_2024-W22,MWBR,2026-04-18 14:09:48,2024-05-27,2024-06-02,2024-W22,16500.07,,,,0.0,0,2,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W24,MWBR,2026-04-18 14:09:48,2024-06-10,2024-06-16,2024-W24,15142.86,,,,4246.57,0,1,0.0,3,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W25,MWBR,2026-04-18 14:09:48,2024-06-17,2024-06-23,2024-W25,15996.07,,,,0.0,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W28,MWBR,2026-04-18 14:09:48,2024-07-08,2024-07-14,2024-W28,15504.07,1.0,0.0,3.3117,0.0,0,2,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W30,MWBR,2026-04-18 14:09:48,2024-07-22,2024-07-28,2024-W30,12393.64,,,,11720.01,0,0,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W31,MWBR,2026-04-18 14:09:48,2024-07-29,2024-08-04,2024-W31,15084.07,0.0,0.0,0.0259,0.0,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W36,MWBR,2026-04-18 14:09:48,2024-09-02,2024-09-08,2024-W36,14172.07,,,,0.0,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W37,MWBR,2026-04-18 14:09:48,2024-09-09,2024-09-15,2024-W37,13210.95,,,,3681.61,0,2,0.0,3,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W38,MWBR,2026-04-18 14:09:48,2024-09-16,2024-09-22,2024-W38,13845.67,,,,0.0,0,5,0.0,5,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W39,MWBR,2026-04-18 14:09:48,2024-09-23,2024-09-29,2024-W39,12077.02,,,,7221.78,0,2,0.0,6,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W40,MWBR,2026-04-18 14:09:48,2024-09-30,2024-10-06,2024-W40,13548.07,0.0,0.0,0.0166,0.0,0,0,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W41,MWBR,2026-04-18 14:09:48,2024-10-07,2024-10-13,2024-W41,13320.07,0.0,0.0,0.0253,0.0,0,2,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W42,MWBR,2026-04-18 14:09:48,2024-10-14,2024-10-20,2024-W42,13236.07,0.0,0.0,0.0183,0.0,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W43,MWBR,2026-04-18 14:09:48,2024-10-21,2024-10-27,2024-W43,13012.07,0.0,0.0,0.0158,0.0,0,3,0.0,3,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W44,MWBR,2026-04-18 14:09:48,2024-10-28,2024-11-03,2024-W44,11677.06,0.0,0.0,0.0284,6124.44,0,3,0.0,6,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W46,MWBR,2026-04-18 14:09:48,2024-11-11,2024-11-17,2024-W46,12516.07,0.0,0.0,0.058,0.0,0,2,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W47,MWBR,2026-04-18 14:09:48,2024-11-18,2024-11-24,2024-W47,12396.07,0.0,0.0,0.071,0.0,0,1,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W48,MWBR,2026-04-18 14:09:48,2024-11-25,2024-12-01,2024-W48,12180.07,,,,,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W49,MWBR,2026-04-18 14:09:48,2024-12-02,2024-12-08,2024-W49,11039.04,,,,4667.77,0,1,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W50,MWBR,2026-04-18 14:09:48,2024-12-09,2024-12-15,2024-W50,10744.48,,,,4594.72,0,1,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W51,MWBR,2026-04-18 14:09:48,2024-12-16,2024-12-22,2024-W51,11676.07,,,,0.0,0,3,0.0,4,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2024-W52,MWBR,2026-04-18 14:09:48,2024-12-23,2024-12-29,2024-W52,10424.06,0.0,100.0,0.0078,4530.42,0,2,0.0,4,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W02,MWBR,2026-04-18 14:09:48,2025-01-06,2025-01-12,2025-W02,11172.07,,,,0.0,0,2,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W03,MWBR,2026-04-18 14:09:48,2025-01-13,2025-01-19,2025-W03,10980.07,,,,0.0,0,2,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W04,MWBR,2026-04-18 14:09:48,2025-01-20,2025-01-26,2025-W04,10836.07,,,,0.0,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W05,MWBR,2026-04-18 14:09:48,2025-01-27,2025-02-02,2025-W05,10660.07,,,,0.0,0,3,0.0,3,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W06,MWBR,2026-04-18 14:09:48,2025-02-03,2025-02-09,2025-W06,10440.07,,,,0.0,0,1,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W07,MWBR,2026-04-18 14:09:48,2025-02-10,2025-02-16,2025-W07,10284.07,,,,0.0,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W08,MWBR,2026-04-18 14:09:48,2025-02-17,2025-02-23,2025-W08,10116.07,,,,0.0,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W09,MWBR,2026-04-18 14:09:48,2025-02-24,2025-03-02,2025-W09,10044.07,0.0,100.0,0.0107,0.0,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W10,MWBR,2026-04-18 14:09:48,2025-03-03,2025-03-09,2025-W10,7891.52,,,,7749.0,0,0,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W11,MWBR,2026-04-18 14:09:48,2025-03-10,2025-03-16,2025-W11,9708.07,,,,0.0,0,0,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W15,MWBR,2026-04-18 14:09:48,2025-04-07,2025-04-13,2025-W15,8964.07,0.0,0.0,0.0324,0.0,0,2,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W16,MWBR,2026-04-18 14:09:48,2025-04-14,2025-04-20,2025-W16,8820.07,0.0,0.0,0.0033,0.0,0,0,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W18,MWBR,2026-04-18 14:09:48,2025-04-28,2025-05-04,2025-W18,8508.07,0.0,0.0,0.0047,0.0,0,2,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W19,MWBR,2026-04-18 14:09:48,2025-05-05,2025-05-11,2025-W19,8324.07,0.0,0.0,0.0034,0.0,0,3,0.0,3,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W20,MWBR,2026-04-18 14:09:48,2025-05-12,2025-05-18,2025-W20,7720.08,0.0,0.0,0.0029,2092.66,0,3,0.0,7,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W25,MWBR,2026-04-18 14:09:48,2025-06-16,2025-06-22,2025-W25,7276.07,0.0,0.0,0.006,0.0,0,3,0.0,3,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W30,MWBR,2026-04-18 14:09:48,2025-07-21,2025-07-27,2025-W30,6468.07,0.0,0.0,0.0083,0.0,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W31,MWBR,2026-04-18 14:09:48,2025-07-28,2025-08-03,2025-W31,6312.07,,,,0.0,0,1,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W32,MWBR,2026-04-18 14:09:48,2025-08-04,2025-08-10,2025-W32,6108.07,,,,0.0,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W34,MWBR,2026-04-18 14:09:48,2025-08-18,2025-08-24,2025-W34,5748.07,,,,0.0,0,1,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W35,MWBR,2026-04-18 14:09:48,2025-08-25,2025-08-31,2025-W35,5652.07,,,,0.0,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W37,MWBR,2026-04-18 14:09:48,2025-09-08,2025-09-14,2025-W37,5292.07,,,,0.0,0,2,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W38,MWBR,2026-04-18 14:09:48,2025-09-15,2025-09-21,2025-W38,5172.07,,,,0.0,0,0,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W39,MWBR,2026-04-18 14:09:48,2025-09-22,2025-09-28,2025-W39,4950.07,,,,0.0,0,3,0.0,4,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W40,MWBR,2026-04-18 14:09:48,2025-09-29,2025-10-05,2025-W40,4794.07,,,,0.0,0,2,0.0,4,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W41,MWBR,2026-04-18 14:09:48,2025-10-06,2025-10-12,2025-W41,4614.07,,,,0.0,0,3,0.0,4,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W42,MWBR,2026-04-18 14:09:48,2025-10-13,2025-10-19,2025-W42,4476.07,,,,,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W43,MWBR,2026-04-18 14:09:48,2025-10-20,2025-10-26,2025-W43,4272.07,,,,0.0,0,2,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W44,MWBR,2026-04-18 14:09:48,2025-10-27,2025-11-02,2025-W44,4116.07,,,,0.0,0,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W45,MWBR,2026-04-18 14:09:48,2025-11-03,2025-11-09,2025-W45,3502.86,,,,2861.51,0,0,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W46,MWBR,2026-04-18 14:09:48,2025-11-10,2025-11-16,2025-W46,3441.94,,,,1442.62,0,1,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W47,MWBR,2026-04-18 14:09:48,2025-11-17,2025-11-23,2025-W47,2948.71,,,,2795.84,0,0,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W48,MWBR,2026-04-18 14:09:48,2025-11-24,2025-11-30,2025-W48,3134.25,,,,2606.16,0,0,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2025-W49,MWBR,2026-04-18 14:09:48,2025-12-01,2025-12-07,2025-W49,3091.2,,,,1225.67,0,0,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2026-W02,MWBR,2026-04-18 14:09:48,2026-01-05,2026-01-11,2026-W02,2340.07,,,,0.0,4,1,0.0,2,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2026-W05,MWBR,2026-04-18 14:09:48,2026-01-26,2026-02-01,2026-W05,1932.07,,,,0.0,1,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
MWBR_2026-W07,MWBR,2026-04-18 14:09:48,2026-02-09,2026-02-15,2026-W07,1548.07,,,,,1,1,0.0,1,,jira+git,Phase 2 - Jira+Git,100.0
NEOB_2024-W01,NEOB,2026-04-18 14:09:48,2024-12-30,2025-01-05,2024-W01,11364.07,,,,0.0,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W10,NEOB,2026-04-18 14:09:48,2024-03-04,2024-03-10,2024-W10,18468.07,,,,0.0,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W11,NEOB,2026-04-18 14:09:48,2024-03-11,2024-03-17,2024-W11,18388.07,,,,0.0,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W12,NEOB,2026-04-18 14:09:48,2024-03-18,2024-03-24,2024-W12,18276.07,,,,0.0,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W13,NEOB,2026-04-18 14:09:48,2024-03-25,2024-03-31,2024-W13,18060.07,,,,0.0,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W14,NEOB,2026-04-18 14:09:48,2024-04-01,2024-04-07,2024-W14,17796.07,,,,0.0,0,0,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W15,NEOB,2026-04-18 14:09:48,2024-04-08,2024-04-14,2024-W15,17724.07,,,,0.0,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W16,NEOB,2026-04-18 14:09:48,2024-04-15,2024-04-21,2024-W16,17604.07,,,,,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W17,NEOB,2026-04-18 14:09:48,2024-04-22,2024-04-28,2024-W17,17424.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W18,NEOB,2026-04-18 14:09:48,2024-04-29,2024-05-05,2024-W18,17256.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W19,NEOB,2026-04-18 14:09:48,2024-05-06,2024-05-12,2024-W19,17016.07,,,,0.0,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W20,NEOB,2026-04-18 14:09:48,2024-05-13,2024-05-19,2024-W20,16872.07,,,,0.0,0,0,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W21,NEOB,2026-04-18 14:09:48,2024-05-20,2024-05-26,2024-W21,16684.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W22,NEOB,2026-04-18 14:09:48,2024-05-27,2024-06-02,2024-W22,16476.07,,,,0.0,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W23,NEOB,2026-04-18 14:09:48,2024-06-03,2024-06-09,2024-W23,16308.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W24,NEOB,2026-04-18 14:09:48,2024-06-10,2024-06-16,2024-W24,16116.07,,,,0.0,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W25,NEOB,2026-04-18 14:09:48,2024-06-17,2024-06-23,2024-W25,15972.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W26,NEOB,2026-04-18 14:09:48,2024-06-24,2024-06-30,2024-W26,15820.07,,,,0.0,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W28,NEOB,2026-04-18 14:09:48,2024-07-08,2024-07-14,2024-W28,15492.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W29,NEOB,2026-04-18 14:09:48,2024-07-15,2024-07-21,2024-W29,15372.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W30,NEOB,2026-04-18 14:09:48,2024-07-22,2024-07-28,2024-W30,15156.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W31,NEOB,2026-04-18 14:09:48,2024-07-29,2024-08-04,2024-W31,14940.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W32,NEOB,2026-04-18 14:09:48,2024-08-05,2024-08-11,2024-W32,14820.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W33,NEOB,2026-04-18 14:09:48,2024-08-12,2024-08-18,2024-W33,14628.07,,,,0.0,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W34,NEOB,2026-04-18 14:09:48,2024-08-19,2024-08-25,2024-W34,14484.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W35,NEOB,2026-04-18 14:09:48,2024-08-26,2024-09-01,2024-W35,14364.07,,,,,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W36,NEOB,2026-04-18 14:09:48,2024-09-02,2024-09-08,2024-W36,14220.07,,,,,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W37,NEOB,2026-04-18 14:09:48,2024-09-09,2024-09-15,2024-W37,13944.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W38,NEOB,2026-04-18 14:09:48,2024-09-16,2024-09-22,2024-W38,13788.07,,,,0.0,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W39,NEOB,2026-04-18 14:09:48,2024-09-23,2024-09-29,2024-W39,13632.07,,,,0.0,0,0,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W40,NEOB,2026-04-18 14:09:48,2024-09-30,2024-10-06,2024-W40,13488.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W41,NEOB,2026-04-18 14:09:48,2024-10-07,2024-10-13,2024-W41,13308.07,,,,0.0,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W42,NEOB,2026-04-18 14:09:48,2024-10-14,2024-10-20,2024-W42,13140.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W43,NEOB,2026-04-18 14:09:48,2024-10-21,2024-10-27,2024-W43,12996.07,,,,0.0,0,0,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W44,NEOB,2026-04-18 14:09:48,2024-10-28,2024-11-03,2024-W44,12828.07,,,,0.0,0,0,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W46,NEOB,2026-04-18 14:09:48,2024-11-11,2024-11-17,2024-W46,12484.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W47,NEOB,2026-04-18 14:09:48,2024-11-18,2024-11-24,2024-W47,12396.07,,,,,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W48,NEOB,2026-04-18 14:09:48,2024-11-25,2024-12-01,2024-W48,12148.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W49,NEOB,2026-04-18 14:09:48,2024-12-02,2024-12-08,2024-W49,12036.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W50,NEOB,2026-04-18 14:09:48,2024-12-09,2024-12-15,2024-W50,11808.07,,,,0.0,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
NEOB_2024-W52,NEOB,2026-04-18 14:09:48,2024-12-23,2024-12-29,2024-W52,11484.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W01,NEOB,2026-04-18 14:09:48,2024-12-30,2025-01-05,2025-W01,11292.07,,,,,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W02,NEOB,2026-04-18 14:09:48,2025-01-06,2025-01-12,2025-W02,11100.07,,,,0.0,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W03,NEOB,2026-04-18 14:09:48,2025-01-13,2025-01-19,2025-W03,10948.07,,,,0.0,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W05,NEOB,2026-04-18 14:09:48,2025-01-27,2025-02-02,2025-W05,10628.07,,,,0.0,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
NEOB_2025-W06,NEOB,2026-04-18 14:09:48,2025-02-03,2025-02-09,2025-W06,10460.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
