id,project_id,calculation_timestamp,metrics_period_start,metrics_period_end,year_week,lead_time,deployment_frequency,change_failure_rate,mttr,cycle_time,throughput,wip,bug_rate,velocity,code_coverage,data_source,project_phase,git_coverage_pct
APG_2021-W28,APG,2026-04-18 14:09:48,2021-07-12,2021-07-18,2021-W28,22506.04,,,,3242.71,0,2,0.0,4,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W29,APG,2026-04-18 14:09:48,2021-07-19,2021-07-25,2021-W29,28864.05,,,,1662.18,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W30,APG,2026-04-18 14:09:48,2021-07-26,2021-08-01,2021-W30,22146.04,,,,1390.21,0,2,0.0,4,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W31,APG,2026-04-18 14:09:48,2021-08-02,2021-08-08,2021-W31,22158.04,,,,2967.04,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W32,APG,2026-04-18 14:09:48,2021-08-09,2021-08-15,2021-W32,41100.07,,,,0.0,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W33,APG,2026-04-18 14:09:48,2021-08-16,2021-08-22,2021-W33,25557.64,,,,1601.17,0,3,0.0,5,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W34,APG,2026-04-18 14:09:48,2021-08-23,2021-08-29,2021-W34,15148.02,,,,2292.65,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W35,APG,2026-04-18 14:09:48,2021-08-30,2021-09-05,2021-W35,21426.04,,,,1069.65,0,2,0.0,4,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W36,APG,2026-04-18 14:09:48,2021-09-06,2021-09-12,2021-W36,14780.02,,,,1834.99,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W37,APG,2026-04-18 14:09:48,2021-09-13,2021-09-19,2021-W37,1926.0,,,,1829.68,0,0,0.0,4,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W38,APG,2026-04-18 14:09:48,2021-09-20,2021-09-26,2021-W38,20934.04,,,,1674.43,0,1,0.0,2,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W39,APG,2026-04-18 14:09:48,2021-09-27,2021-10-03,2021-W39,39900.07,,,,0.0,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W40,APG,2026-04-18 14:09:48,2021-10-04,2021-10-10,2021-W40,9069.61,,,,1307.14,0,1,0.0,5,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W41,APG,2026-04-18 14:09:48,2021-10-11,2021-10-17,2021-W41,20268.04,,,,973.34,0,2,0.0,4,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W42,APG,2026-04-18 14:09:48,2021-10-18,2021-10-24,2021-W42,26520.05,,,,808.4,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W43,APG,2026-04-18 14:09:48,2021-10-25,2021-10-31,2021-W43,13668.02,,,,538.86,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
APG_2021-W44,APG,2026-04-18 14:09:48,2021-11-01,2021-11-07,2021-W44,39012.07,,,,0.0,0,2,0.0,2,,jira_only,Phase 1 - Jira only,0.0
CMIG_2025-W01,CMIG,2026-04-18 14:09:48,2024-12-30,2025-01-05,2025-W01,11292.07,,,,,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
CMIG_2025-W02,CMIG,2026-04-18 14:09:48,2025-01-06,2025-01-12,2025-W02,11156.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
CMIG_2025-W04,CMIG,2026-04-18 14:09:48,2025-01-20,2025-01-26,2025-W04,10852.07,,,,0.0,0,2,0.0,3,,jira_only,Phase 1 - Jira only,0.0
CMIG_2025-W05,CMIG,2026-04-18 14:09:48,2025-01-27,2025-02-02,2025-W05,10676.07,,,,0.0,0,1,0.0,3,,jira_only,Phase 1 - Jira only,0.0
CMIG_2025-W06,CMIG,2026-04-18 14:09:48,2025-02-03,2025-02-09,2025-W06,10428.07,,,,0.0,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
CMIG_2025-W07,CMIG,2026-04-18 14:09:48,2025-02-10,2025-02-16,2025-W07,10292.07,,,,0.0,0,0,0.0,3,,jira_only,Phase 1 - Jira only,0.0
CMIG_2025-W08,CMIG,2026-04-18 14:09:48,2025-02-17,2025-02-23,2025-W08,10116.07,,,,,0,1,0.0,1,,jira_only,Phase 1 - Jira only,0.0
